Site,Constituent,C_wo_units,STORET,Units,Max,DateOfMax,Methods,DL min,DL max,Nr. Non-Detects,Count,Date Range,Detection Rate,Action,Notes
100832,Malathion (ug/L),Malathion,39530,ug/L,0.1,2022-04-07,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,NMeFOSAA (ng/L),NMeFOSAA,C2808,ng/L,2.6,2019-04-11,"['EPA 537 Ver 1.1,mod']",1.7,2.6,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100832,Nitrobenzene (ug/L),Nitrobenzene,34447,ug/L,24.0,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,24.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100832,"Nitrite, Nitrogen by IC (mg/L)","Nitrite, Nitrogen by IC",615,mg/L,0.5,2022-08-10,['300' 'EPA 300.0'],0.1,0.5,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,NEtPFOSAE (ng/L),NEtPFOSAE,WRD230,ng/L,2.7,2019-12-17,"['EPA 537 Ver 1.1,mod']",2.6,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100832,NEtPFOSA (ng/L),NEtPFOSA,WRD229,ng/L,7.7,2019-04-11,"['EPA 537 Ver 1.1,mod']",4.3,7.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100832,NEtFOSAA (ng/L),NEtFOSAA,C2807,ng/L,2.7,2019-12-17,"['EPA 537 Ver 1.1,mod']",2.6,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100832,Naphthalene (ug/L),Naphthalene,34696,ug/L,0.5,2022-10-19,['524.2' '625.1 SIM' 'EPA 524.2' 'EPA 625.1 SIM' 'EPA 525.2'],0.19,0.5,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,n-Propylbenzene (ug/L),n-Propylbenzene,77224,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2'],0.5,0.5,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,N-Nitrosopyrollidine (NPYR) (ng/L),N-Nitrosopyrollidine (NPYR),78206,ng/L,2.3,2021-02-17,['EPA 521'],2.0,2.3,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,N-Nitrosodiphenylamine (ug/L),N-Nitrosodiphenylamine,34433,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,9.6,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100832,4-Chlorophenyl Phenyl Ether (ug/L),4-Chlorophenyl Phenyl Ether,34641,ug/L,5.0,2018-02-07,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,5.0,16,16,2018-2022,0.0,Reduce frequency,All samples are ND
100832,Endosulfan II (beta) (ug/L),Endosulfan II (beta),34356,ug/L,0.1,2022-04-07,['525.2' 'EPA 525.2'],0.099,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100832,N-Nitrosodiethylamine (NDEA) (ng/L),N-Nitrosodiethylamine (NDEA),78200,ng/L,2.3,2021-02-17,['EPA 521'],2.0,2.3,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,N-Nitrosodi-N-Propylamine (NDPA) (ng/L),N-Nitrosodi-N-Propylamine (NDPA),34428,ng/L,2.3,2021-02-17,['EPA 521'],2.0,2.3,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,N-Nitrosodi-N-Propylamine (NDPA) (ug/L),N-Nitrosodi-N-Propylamine (NDPA),34428,ug/L,5.0,2018-02-07,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,5.0,16,16,2018-2022,0.0,Reduce frequency,All samples are ND
100832,n-Butylbenzene (ug/L),n-Butylbenzene,A-010,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2'],0.5,0.5,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,Monochloroacetic acid (ug/L),Monochloroacetic acid,A-042,ug/L,2.0,2022-10-19,['6251B' 'SM 6251B'],2.0,2.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100832,Monobromoacetic acid (ug/L),Monobromoacetic acid,A-041,ug/L,1.0,2022-10-19,['6251B' 'SM 6251B'],1.0,1.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100832,Molinate (ug/L),Molinate,82199,ug/L,0.1,2022-04-07,['525.2' 'EPA 525.2'],0.099,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100832,Metribuzin (ug/L),Metribuzin,81408,ug/L,0.05,2022-04-07,['EPA 525.2'],0.05,0.05,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,Metolachlor (ug/L),Metolachlor,39356,ug/L,0.05,2022-04-07,['EPA 525.2'],0.05,0.05,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,Methyl Tert Butyl Ether (MTBE) (ug/L),Methyl Tert Butyl Ether (MTBE),46491,ug/L,3.0,2020-06-16,['524.2' 'EPA 524.2'],0.5,3.0,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,Methoxychlor (ug/L),Methoxychlor,39480,ug/L,0.1,2022-04-07,['505' 'EPA 525.2' 'EPA 505'],0.05,0.1,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,Mercury (ug/L),Mercury,71900,ug/L,0.4,2022-02-14,['200.8' 'EPA 200.8' 'EPA 245.1'],0.2,0.4,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,N-Nitrosodibutylamine (NDBA) (ng/L),N-Nitrosodibutylamine (NDBA),78207,ng/L,2.0,2021-04-13,['EPA 521'],2.0,2.0,4,4,2018-2021,0.0,Reduce frequency,All samples are ND
100832,4-Chloroaniline (ug/L),4-Chloroaniline,50312,ug/L,5.2,2020-04-22,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],4.8,5.2,16,16,2018-2022,0.0,Reduce frequency,All samples are ND
100832,4-Chloro-3-methylphenol (ug/L),4-Chloro-3-methylphenol,34452,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.95,9.6,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,4-Bromophenyl Phenyl Ether (ug/L),4-Bromophenyl Phenyl Ether,34636,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,9.6,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100832,Gross Alpha (Bq/L),Gross Alpha,1501,Bq/L,0.0104,2022-08-10,['SM7110C'],0.0104,0.0104,1,1,2022-2022,0.0,Keep same frequency,Three or fewer samples
100832,HFPO-DA (ug/L),HFPO-DA,C2815,ug/L,0.005,2020-06-16,['EPA 537.1'],0.002,0.005,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,Iohexal (ng/L),Iohexal,WRD102,ng/L,310.0,2018-06-08,['LC-MS-MS'],10.0,100.0,0,2,2015-2018,100.0,Keep same frequency,Three or fewer samples
100832,Iopromide (ng/L),Iopromide,WRD38,ng/L,6.3,2015-04-14,['LC-MS-MS'],5.0,5.0,1,2,2015-2018,50.0,Keep same frequency,Three or fewer samples
100832,Isobutylparaben (ng/L),Isobutylparaben,WRD103,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Magnesium Hardness as CaCO3 (mg/L),Magnesium Hardness as CaCO3,WRD254,mg/L,67.0,2022-08-10,['SM 2340B'],0.8,0.8,0,2,2022-2022,100.0,Keep same frequency,Three or fewer samples
100832,Glyoxal (ug/L),Glyoxal,A-048,ug/L,10.0,2020-08-18,['EPA 556'],10.0,10.0,1,1,2020-2020,0.0,Keep same frequency,Three or fewer samples
100832,Methiocarb (ug/L),Methiocarb,38500,ug/L,0.5,2018-10-04,['EPA 531.2'],0.5,0.5,3,3,2018-2018,0.0,Keep same frequency,Three or fewer samples
100832,Methylparaben (ng/L),Methylparaben,WRD105,ng/L,20.0,2015-04-14,['LC-MS-MS'],20.0,20.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,N-Nitrosodi-N-Propylamine (NDPA) (ng/l),N-Nitrosodi-N-Propylamine (NDPA),34428,ng/l,2.0,2022-10-19,"['NDMA, NDEA, NDPA, NMOR' 'NDMA, NDEA, NDPA']",2.0,2.0,2,2,2022-2022,0.0,Keep same frequency,Three or fewer samples
100832,N-Nitrosodiethylamine (NDEA) (ng/l),N-Nitrosodiethylamine (NDEA),78200,ng/l,2.0,2022-10-19,"['NDMA, NDEA, NDPA, NMOR' 'NDMA, NDEA, NDPA']",2.0,2.0,2,2,2022-2022,0.0,Keep same frequency,Three or fewer samples
100832,N-Nitrosodimethylamine (NDMA) (ng/l),N-Nitrosodimethylamine (NDMA),34438,ng/l,2.0,2022-10-19,"['NDMA, NDEA, NDPA, NMOR' 'NDMA, NDEA, NDPA']",2.0,2.0,2,2,2022-2022,0.0,Keep same frequency,Three or fewer samples
100832,N-Nitrosomethylethylamin (NMEA) (ng/L),N-Nitrosomethylethylamin (NMEA),A-070,ng/L,2.0,2021-04-13,['EPA 521'],2.0,2.0,1,1,2021-2021,0.0,Keep same frequency,Three or fewer samples
100832,N-Nitrosopiperidine (NPIP) (ng/L),N-Nitrosopiperidine (NPIP),73283,ng/L,2.0,2021-04-13,['EPA 521'],2.0,2.0,1,1,2021-2021,0.0,Keep same frequency,Three or fewer samples
100832,Methomyl (ug/L),Methomyl,39051,ug/L,0.5,2018-10-04,['EPA 531.2'],0.5,0.5,3,3,2018-2018,0.0,Keep same frequency,Three or fewer samples
100832,Naproxen (ng/L),Naproxen,WRD106,ng/L,10.0,2015-04-14,['LC-MS-MS'],10.0,10.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Gemfibrozil (ng/L),Gemfibrozil,WRD100,ng/L,5.0,2018-06-08,['LC-MS-MS'],5.0,5.0,2,2,2015-2018,0.0,Keep same frequency,Three or fewer samples
100832,Field pH (SU),Field pH,400,SU,6.82,2022-06-16,['Field Sampling'],0.0,0.0,0,2,2022-2022,100.0,Keep same frequency,Three or fewer samples
100832,Butylparben (ng/L),Butylparben,WRD93,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Caffeine (ng/L),Caffeine,81436,ng/L,10.0,2018-06-08,['LC-MS-MS'],10.0,10.0,1,1,2018-2018,0.0,Keep same frequency,Three or fewer samples
100832,Calcium Hardness as CaCO3 (mg/L),Calcium Hardness as CaCO3,45634,mg/L,150.0,2022-08-10,['SM 2340B'],2.5,2.5,0,2,2022-2022,100.0,Keep same frequency,Three or fewer samples
100832,Carbaryl (ug/L),Carbaryl,77700,ug/L,0.5,2018-10-04,['EPA 531.2'],0.5,0.5,3,3,2018-2018,0.0,Keep same frequency,Three or fewer samples
100832,Chloramphenicol (ng/L),Chloramphenicol,WRD94,ng/L,10.0,2015-04-14,['LC-MS-MS'],10.0,10.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Chlorite by IC (ug/L),Chlorite by IC,50074,ug/L,10.0,2022-10-19,['300'],10.0,10.0,2,2,2022-2022,0.0,Keep same frequency,Three or fewer samples
100832,Field Temperature (F) (Fahrenheit),Field Temperature (F),WRD253,Fahrenheit,82.09,2022-10-19,['Field Sampling'],0.0,0.0,0,2,2022-2022,100.0,Keep same frequency,Three or fewer samples
100832,Chromium III (mg/L),Chromium III,A-044,mg/L,0.001,2022-10-19,['218.6 CR3'],0.001,0.001,1,1,2022-2022,0.0,Keep same frequency,Three or fewer samples
100832,DEET (ng/L),DEET,WRD36,ng/L,29.0,2018-06-08,['LC-MS-MS'],10.0,10.0,0,1,2018-2018,100.0,Keep same frequency,Three or fewer samples
100832,Diclofenac (ng/L),Diclofenac,WRD115,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Estradiol (ng/L),Estradiol,WRD95,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Estriol (ng/L),Estriol,WRD136,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Ethinyl Estradiol - 17 alpha (ng/L),Ethinyl Estradiol - 17 alpha,WRD97,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Ethylparaben (ng/L),Ethylparaben,WRD98,ng/L,20.0,2015-04-14,['LC-MS-MS'],20.0,20.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Clofibric Acid (ng/L),Clofibric Acid,WRD114,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Butanal (ug/L),Butanal,81562,ug/L,1.0,2020-08-18,['EPA 556'],1.0,1.0,1,1,2020-2020,0.0,Keep same frequency,Three or fewer samples
100832,NEtFOSAA (ug/L),NEtFOSAA,C2807,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,Pentanal (ug/L),Pentanal,77061,ug/L,1.0,2020-08-18,['EPA 556'],1.0,1.0,1,1,2020-2020,0.0,Keep same frequency,Three or fewer samples
100832,Di-n-Butylphthalate (ug/L),Di-n-Butylphthalate,39110,ug/L,3.0,2021-06-15,['525.2' '625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.99,2.1,17,18,2018-2022,5.555555555555557,TO REVIEW,Less than 4 values > DL
100832,Dibromochloropropane (DBCP) (ug/L),Dibromochloropropane (DBCP),38761,ug/L,0.056,2018-08-15,['551.1' 'EPA 551.1'],0.01,0.01,14,15,2018-2022,6.666666666666671,TO REVIEW,Less than 4 values > DL
100832,Gross Alpha particle activity (excluding radon and uranium) (pCi/L),Gross Alpha particle activity (excluding radon and uranium),WRD148,pCi/L,4.8,2019-12-17,['EPA 900.0' 'SM 7110C'],0.0,3.0,19,21,2018-2022,9.523809523809518,TO REVIEW,Less than 4 values > DL
100832,Lead (ug/L),Lead,1051,ug/L,1.0,2022-02-14,['200.8' 'EPA 200.8'],0.5,1.0,59,60,2013-2022,1.6666666666666714,TO REVIEW,Less than 4 values > DL
100832,Oil and Grease - Gravimetric (mg/L),Oil and Grease - Gravimetric,J-001,mg/L,5.0,2019-04-11,['1664A' 'EPA 1664'],0.96,5.0,13,15,2018-2022,13.333333333333329,TO REVIEW,Less than 4 values > DL
100832,PFBA (ng/L),PFBA,WRD215,ng/L,16.0,2019-08-14,"['EPA 537 Ver 1.1,mod']",4.3,5.2,2,4,2019-2019,50.0,TO REVIEW,Less than 4 values > DL
100832,Chromium III (ug/L),Chromium III,A-044,ug/L,1.3,2021-10-06,['EPA 200.8'],1.0,1.0,9,10,2020-2022,10.0,TO REVIEW,Less than 4 values > DL
100832,PFDA (ng/L),PFDA,C2809,ng/L,10.0,2019-10-18,"['EPA 537 Ver 1.1,mod']",1.7,1.8,1,4,2019-2019,75.0,TO REVIEW,Less than 4 values > DL
100832,PFHxS (ng/L),PFHxS,C2803,ng/L,5.9,2019-08-14,"['EPA 537 Ver 1.1,mod']",1.7,1.8,1,4,2019-2019,75.0,TO REVIEW,Less than 4 values > DL
100832,Radium 226 (pCi/L),Radium 226,9051,pCi/L,57.3,2022-10-19,['GA-01-R' 'Ra226_Ra228' 'Ra-226 GA' 'SM7500-Ra B' 'EPA 903.1'],0.16,57.3,24,25,2015-2022,4.0,TO REVIEW,Less than 4 values > DL
100832,Radium 226 Two Sigma Error (pCi/L),Radium 226 Two Sigma Error,9052,pCi/L,1.0,2022-04-07,['Ra-226 GA'],0.0,1.0,13,14,2015-2022,7.142857142857139,TO REVIEW,Less than 4 values > DL
100832,Radium 228 (pCi/L),Radium 228,11501,pCi/L,82.1,2022-10-19,['GA-01-R' 'Ra226_Ra228' 'RA-228 GA' 'SM7500-Ra D' 'EPA 904.0'],0.52,82.1,22,23,2015-2022,4.347826086956516,TO REVIEW,Less than 4 values > DL
100832,Strontium 90 (pCi/L),Strontium 90,13501,pCi/L,3.0,2021-08-12,['905' 'EPA 905.0'],0.21,3.0,57,60,2013-2022,5.0,TO REVIEW,Less than 4 values > DL
100832,Surfactants (mg/L),Surfactants,38260,mg/L,0.1,2022-04-07,['SM 5540C/EPA 425.1'],0.05,0.1,54,57,2013-2022,5.26315789473685,TO REVIEW,Less than 4 values > DL
100832,PFHpA (ng/L),PFHpA,C2802,ng/L,6.9,2019-08-14,"['EPA 537 Ver 1.1,mod']",0.86,1.8,1,4,2019-2019,75.0,TO REVIEW,Less than 4 values > DL
100832,NMeFOSAA (ug/L),NMeFOSAA,C2808,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,Caffeine (ug/L),Caffeine,81436,ug/L,0.053,2018-10-04,['EPA 525.2'],0.05,0.05,12,13,2018-2022,7.692307692307693,TO REVIEW,Less than 4 values > DL
100832,Tetrachloroethylene (PCE) (ug/L),Tetrachloroethylene (PCE),34475,ug/L,0.5,2013-06-11,['EPA 524.2'],0.5,0.5,3,3,2013-2013,0.0,Keep same frequency,Three or fewer samples
100832,PFDA (ug/L),PFDA,C2809,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,PFDoA (ug/L),PFDoA,C2810,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,PFHpA (ug/L),PFHpA,C2802,ug/L,0.0034,2021-06-15,['EPA 537.1'],0.002,0.002,2,3,2020-2021,33.33333333333334,Keep same frequency,Three or fewer samples
100832,PFHxA (ug/L),PFHxA,C2811,ug/L,0.011,2021-06-15,['EPA 537.1'],0.002,0.002,0,3,2020-2021,100.0,Keep same frequency,Three or fewer samples
100832,PFHxS (ug/L),PFHxS,C2803,ug/L,0.004,2021-06-15,['EPA 537.1'],0.002,0.002,1,3,2020-2021,66.66666666666667,Keep same frequency,Three or fewer samples
100832,PFNA (ug/L),PFNA,C2804,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,Bis (2-Chloroisopropyl) Ether (ug/L),Bis (2-Chloroisopropyl) Ether,34283,ug/L,10.0,2018-02-07,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,10.0,17,18,2018-2022,5.555555555555557,TO REVIEW,Less than 4 values > DL
100832,PFTA (ug/L),PFTA,C2812,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,PFUnA (ug/L),PFUnA,C2814,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,Phenolic Compounds (ug/L),Phenolic Compounds,34034,ug/L,10.0,2022-10-19,['420.4'],10.0,10.0,2,2,2022-2022,0.0,Keep same frequency,Three or fewer samples
100832,Propanal (ug/L),Propanal,77012,ug/L,1.0,2020-08-18,['EPA 556'],1.0,1.0,1,1,2020-2020,0.0,Keep same frequency,Three or fewer samples
100832,Propylparaben (ng/L),Propylparaben,WRD107,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,Sucralose (ng/L),Sucralose,WRD108,ng/L,37000.0,2018-06-08,['LC-MS-MS'],100.0,100.0,0,2,2015-2018,100.0,Keep same frequency,Three or fewer samples
100832,Sulfamethoxazole (ng/L),Sulfamethoxazole,WRD40,ng/L,15.0,2018-06-08,['LC-MS-MS'],5.0,5.0,0,1,2018-2018,100.0,Keep same frequency,Three or fewer samples
100832,PFTrDA (ug/L),PFTrDA,C2813,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100832,Butalbital (ng/L),Butalbital,WRD92,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,PFBS (ug/L),PFBS,C2801,ug/L,0.0092,2021-06-15,['EPA 537.1'],0.002,0.002,0,3,2020-2021,100.0,Keep same frequency,Three or fewer samples
100832,Baygon (ug/L),Baygon,38537,ug/L,0.5,2018-10-04,['EPA 531.2'],0.5,0.5,3,3,2018-2018,0.0,Keep same frequency,Three or fewer samples
100832,"2,4-Dichlorophenol (ug/L)","2,4-Dichlorophenol",34601,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.95,9.6,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4-DDT (ug/L)","2,4-DDT",39305,ug/L,0.1,2022-04-07,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4-DDE (ug/L)","2,4-DDE",39327,ug/L,0.1,2022-04-07,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4-DDD (ug/L)","2,4-DDD",39315,ug/L,0.1,2022-04-07,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4-DB (ug/L)","2,4-DB",38746,ug/L,2.0,2022-06-16,['515.4' 'EPA 515.4'],2.0,2.0,58,58,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4-D (ug/L)","2,4-D",39730,ug/L,0.1,2022-10-19,['515.4' 'EPA 515.4'],0.1,0.1,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,3-Nitroaniline (ug/L),3-Nitroaniline,78300,ug/L,20.0,2018-02-07,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],4.8,20.0,16,16,2018-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4,6-Trinitrotoluene (TNT) (ug/L)","2,4,6-Trinitrotoluene (TNT)",81360,ug/L,0.1,2022-10-19,['Explosives' 'LC-MS-MS'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4,5-Trichlorophenol (ug/L)","2,4,5-Trichlorophenol",77687,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.97,9.6,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4,5-TP (Silvex) (ug/L)","2,4,5-TP (Silvex)",39045,ug/L,0.2,2022-10-19,['515.4' 'EPA 515.4'],0.2,0.2,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4,5-T (ug/L)","2,4,5-T",39740,ug/L,0.2,2022-06-16,['515.4' 'EPA 515.4'],0.2,0.2,58,58,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"2,3,7,8-TCDD (Dioxin) (pg/L)","2,3,7,8-TCDD (Dioxin)",34676,pg/L,5.0,2022-08-10,['1613B' 'EPA 1613B'],3.9,5.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100832,"2,3,6-Trichlorophenol (ug/L)","2,3,6-Trichlorophenol",77688,ug/L,5.0,2018-04-16,['EPA 625'],5.0,5.0,33,33,2013-2018,0.0,Reduce frequency,All samples are ND
100832,"2,3,4-Trichlorophenol (ug/L)","2,3,4-Trichlorophenol",77686,ug/L,5.0,2018-04-16,['EPA 625'],5.0,5.0,33,33,2013-2018,0.0,Reduce frequency,All samples are ND
100832,"2,4,6-Trichlorophenol (ug/L)","2,4,6-Trichlorophenol",34621,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.95,9.6,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,10:2 FTS (ng/L),10:2 FTS,WRD225,ng/L,4.5,2019-12-17,"['EPA 537 Ver 1.1,mod']",2.6,4.5,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100832,"3,5-Dichlorobenzoic Acid (ug/L)","3,5-Dichlorobenzoic Acid",50935,ug/L,0.5,2022-06-16,['515.4' 'EPA 515.4'],0.5,0.5,58,58,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"3,3-Dichlorobenzidine (ug/L)","3,3-Dichlorobenzidine",34631,ug/L,50.0,2018-02-07,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],4.8,50.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100832,Bendroflumethiazide (ng/L),Bendroflumethiazide,WRD91,ng/L,5.0,2015-04-14,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100832,"2,4-Dimethylphenol (ug/L)","2,4-Dimethylphenol",34606,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,9.6,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4-Dinitrophenol (ug/L)","2,4-Dinitrophenol",34616,ug/L,50.0,2018-04-16,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],4.8,50.0,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"2,4-Dinitrotoluene (ug/L)","2,4-Dinitrotoluene",34611,ug/L,5.0,2018-02-07,['525.2' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 525.2' 'EPA 625 SIM' 'EPA 625'],0.099,5.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100832,"2,6-Dinitrotoluene (ug/L)","2,6-Dinitrotoluene",34626,ug/L,5.0,2018-02-07,['525.2' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 525.2' 'EPA 625 SIM' 'EPA 625'],0.099,5.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100832,2-Butanone (MEK) (ug/L),2-Butanone (MEK),81595,ug/L,5.0,2022-10-19,['524.2' 'EPA 524.2'],5.0,5.0,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"3,4,5-Trichlorophenol (ug/L)","3,4,5-Trichlorophenol",81848,ug/L,5.0,2018-04-16,['EPA 625'],5.0,5.0,33,33,2013-2018,0.0,Reduce frequency,All samples are ND
100832,2-Chloroethyl Vinyl Ether (ug/L),2-Chloroethyl Vinyl Ether,34576,ug/L,5.0,2022-10-19,['524.2' 'EPA 524.2'],0.5,5.0,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,2-Chlorophenol (ug/L),2-Chlorophenol,34586,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,9.6,60,60,2013-2022,0.0,Reduce frequency,All samples are ND
100832,"2-Methyl-4,6-Dinitrophenol (ug/L)","2-Methyl-4,6-Dinitrophenol",A-050,ug/L,48.0,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.95,48.0,22,22,2019-2022,0.0,Reduce frequency,All samples are ND
